,num_followers,num_pub,num_fav,num_alb,num_fol,num_wal,time,top_plays,top_favs,top_genre
265,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
266,566,34,625,0,566,269,about 5 years ago,3124,159,Future Bass
267,565,60,2465,1,565,446,about 11 years ago,4235,131,uncategorized
268,564,14,1087,3,564,7002,about 2 years ago,2017,115,Lo-Fi
269,564,75,4684,3,564,3609,about 7 years ago,5257,156,Bass Music
270,564,95,3779,8,564,1574,about 10 years ago,949,122,uncategorized
271,563,110,2930,15,563,2036,about 9 years ago,2423,137,uncategorized
272,562,153,3986,4,562,187,about 8 years ago,3885,121,Hip Hop
273,561,17,1250,0,561,85,about 12 years ago,14862,166,uncategorized
274,560,248,1949,2,560,1585,about 11 years ago,6240,238,uncategorized
275,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276,553,107,3742,1,553,4632,about 4 years ago,3264,150,Trap
277,553,69,5939,2,553,943,about 11 years ago,4970,146,Funk
278,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
279,551,149,1805,0,551,1512,about 6 years ago,824,56,Hip Hop
280,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
281,550,38,2685,1,550,6206,about 7 years ago,9389,334,EDM
282,547,54,2882,9,547,875,about 10 years ago,337,27,Experimental
283,545,137,1026,12,545,316,about 7 years ago,1178,57,uncategorized
284,545,37,2080,13,545,1931,about 3 years ago,3926,224,Hip Hop
285,545,23,2206,2,545,1996,about 11 years ago,758,100,uncategorized
286,544,114,3093,12,544,2330,about 8 years ago,2732,156,uncategorized
287,542,87,1557,6,542,1869,about 8 years ago,1462,89,uncategorized
288,541,74,3406,12,541,2508,about 3 years ago,25,4,Hip Hop
289,537,45,367,32,537,324,about 5 years ago,2276,4,Newbie
290,533,72,2910,11,533,6990,about 6 years ago,402,40,uncategorized
291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
292,533,36,1555,0,533,624,about 12 years ago,1868,86,Electro
293,531,87,2007,4,531,237,about 12 years ago,1512,94,House
294,530,24,2498,0,530,2406,about 10 years ago,3238,204,uncategorized
295,530,1062,3606,0,530,1009,about 12 years ago,4035,88,uncategorized
296,529,8,2969,6,529,10761,about 7 years ago,921,56,uncategorized
297,525,315,1665,1,525,5066,about 3 years ago,17,3,Trap
298,523,2,47,1,523,91,about 6 years ago,170,27,Other
299,523,470,944,26,523,13965,about 2 years ago,382,34,Hip Hop
300,523,112,3923,1,523,1648,about 8 years ago,3139,136,Trap
301,522,244,1838,12,522,1810,about 10 years ago,2059,149,uncategorized
302,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
303,518,96,1953,2,518,1400,about 7 years ago,3942,159,Trap
304,518,1,4,0,518,6,about 12 years ago,369,24,uncategorized
305,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
306,515,13,3898,1,515,1397,about 10 years ago,2153,149,uncategorized
307,515,510,13019,14,515,720,about 9 years ago,1168,84,uncategorized
308,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
309,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
310,512,487,2085,6,512,1162,about 11 years ago,1314,69,uncategorized
311,512,51,2930,1,512,5699,about 8 years ago,212,25,uncategorized
312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
313,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
314,508,61,664,4,508,493,about 12 years ago,10701,196,uncategorized
315,508,36,1475,1,508,611,about 12 years ago,2150,84,uncategorized
316,507,6,57,0,507,130,about 6 years ago,701,29,uncategorized
317,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
318,505,100,1222,0,505,593,about 9 years ago,5282,216,uncategorized
319,505,9,68,0,505,160,about 8 years ago,589,30,uncategorized
320,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
321,504,23,480,0,504,2420,about 6 years ago,2676,154,Ambient
322,504,16,66,0,504,272,about 10 years ago,2284,114,uncategorized
323,503,1,2657,4,503,1919,about 4 years ago,1217,108,Trap
324,502,15,3732,3,502,5577,about 8 years ago,1390,123,uncategorized
325,502,37,1484,7,502,1372,about 6 years ago,2338,109,Trap
326,501,15,1517,1,501,4140,about 9 years ago,13480,447,uncategorized
327,500,25,3579,3,500,6326,about 6 years ago,1478,71,Lo-Fi
328,498,1,499,0,498,157,about 3 years ago,18,1,Trap
329,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
330,497,157,739,10,497,662,about 7 years ago,148,21,Indie
331,496,24,1283,3,496,4522,about 1 year ago,525,53,Hip Hop
332,494,34,535,4,494,321,about 9 years ago,2703,116,Synthwave
333,493,140,2367,1,493,800,about 8 years ago,6284,258,uncategorized
334,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
335,492,27,502,0,492,275,about 7 years ago,414,26,uncategorized
336,490,11,1366,12,490,1085,about 7 years ago,12067,381,House
337,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
338,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
339,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
340,488,132,1575,1,488,2223,about 6 years ago,2741,158,Lo-Fi
341,487,74,894,6,487,1616,about 6 years ago,742,73,Synthwave
342,487,18,871,0,487,1422,about 8 years ago,8818,369,uncategorized
343,486,68,1816,4,486,254,about 12 years ago,135,21,Techno
344,486,775,46,0,486,305,about 9 years ago,18057,685,Trap
345,485,5,3715,16,485,1291,about 8 years ago,614,53,uncategorized
346,485,6,3162,11,485,13185,about 5 years ago,1056,114,Trap
347,483,61,1453,3,483,1471,about 5 years ago,9920,374,Future Bass
348,483,268,4407,2,483,1112,about 8 years ago,1976,112,uncategorized
349,483,1,4062,15,483,2118,about 7 years ago,2470,139,uncategorized
350,482,197,1246,1,482,1473,about 6 years ago,6534,252,uncategorized
351,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
352,481,142,1805,1,481,832,about 7 years ago,1442,81,uncategorized
353,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
354,479,11,1072,0,479,167,about 6 years ago,199,17,uncategorized
355,479,110,2619,1,479,1034,about 9 years ago,882,116,Other
356,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
357,477,60,1261,1,477,1063,about 5 years ago,223,35,Experimental
358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
359,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
360,473,240,1226,2,473,316,about 8 years ago,1067,93,uncategorized
